f1,f2,close,near-close+,close-mid+,mid+,open-mid+,back,central-or-back,rounded,vowel
308.205200195,1668.90563965,0,0,0,1,1,0,1,0,ax
308.742614746,2204.98974609,0,0,0,1,1,0,1,0,ax
314.496917725,2364.79150391,0,0,0,1,1,0,1,0,ax
317.217285156,2201.0,0,0,0,1,1,0,1,0,ax
321.675689697,2303.7512207,0,0,0,1,1,0,1,0,ax
325.386352539,1621.7064209,0,0,0,1,1,0,1,0,ax
331.201904297,2359.80493164,0,0,0,1,1,0,1,0,ax
332.5050354,2264.47973633,0,0,0,1,1,0,1,0,ax
332.57321167,1833.92456055,0,0,0,1,1,0,1,0,ax
335.34387207,2232.54418945,0,0,0,1,1,0,1,0,ax
337.742858887,1683.7454834,0,0,0,1,1,0,1,0,ax
339.014678955,2302.20825195,0,0,0,1,1,0,1,0,ax
341.687469482,2442.84130859,0,0,0,1,1,0,1,0,ax
343.9347229,2358.26733398,0,0,0,1,1,0,1,0,ax
344.075286865,1592.84753418,0,0,0,1,1,0,1,0,ax
344.59552002,1671.64575195,0,0,0,1,1,0,1,0,ax
347.824890137,1721.0637207,0,0,0,1,1,0,1,0,ax
348.083068848,2261.22167969,0,0,0,1,1,0,1,0,ax
352.565979004,1754.64831543,0,0,0,1,1,0,1,0,ax
353.753845215,2337.91601562,0,0,0,1,1,0,1,0,ax
354.576507568,1909.0098877,0,0,0,1,1,0,1,0,ax
357.246887207,1727.95544434,0,0,0,1,1,0,1,0,ax
361.065979004,1717.84289551,0,0,0,1,1,0,1,0,ax
365.579040527,1848.33874512,0,0,0,1,1,0,1,0,ax
365.763549805,1929.65478516,0,0,0,1,1,0,1,0,ax
368.841918945,1728.52050781,0,0,0,1,1,0,1,0,ax
368.907531738,1670.10888672,0,0,0,1,1,0,1,0,ax
369.731964111,1975.33703613,0,0,0,1,1,0,1,0,ax
370.004455566,2342.78515625,0,0,0,1,1,0,1,0,ax
370.58996582,2343.2578125,0,0,0,1,1,0,1,0,ax
370.620239258,1698.00024414,0,0,0,1,1,0,1,0,ax
370.85446167,1834.8807373,0,0,0,1,1,0,1,0,ax
370.856018066,2362.77734375,0,0,0,1,1,0,1,0,ax
371.764282227,2376.40625,0,0,0,1,1,0,1,0,ax
381.455657959,1948.51525879,0,0,0,1,1,0,1,0,ax
384.730865479,1936.50427246,0,0,0,1,1,0,1,0,ax
388.612884521,1422.83630371,0,0,0,1,1,0,1,0,ax
389.651000977,2306.45678711,0,0,0,1,1,0,1,0,ax
391.231048584,1759.66394043,0,0,0,1,1,0,1,0,ax
391.315216064,1541.88195801,0,0,0,1,1,0,1,0,ax
391.527038574,1784.41479492,0,0,0,1,1,0,1,0,ax
391.598968506,1774.19836426,0,0,0,1,1,0,1,0,ax
393.066345215,1501.97302246,0,0,0,1,1,0,1,0,ax
393.096740723,1771.40625,0,0,0,1,1,0,1,0,ax
397.910614014,1747.27783203,0,0,0,1,1,0,1,0,ax
399.943511963,1804.41796875,0,0,0,1,1,0,1,0,ax
400.096313477,1787.96960449,0,0,0,1,1,0,1,0,ax
401.580810547,1774.0123291,0,0,0,1,1,0,1,0,ax
402.238189697,1871.62060547,0,0,0,1,1,0,1,0,ax
402.953338623,1879.73474121,0,0,0,1,1,0,1,0,ax
403.226745605,1781.54772949,0,0,0,1,1,0,1,0,ax
404.327301025,1886.24572754,0,0,0,1,1,0,1,0,ax
405.125762939,1891.06518555,0,0,0,1,1,0,1,0,ax
405.138366699,1872.60864258,0,0,0,1,1,0,1,0,ax
405.754150391,1544.79138184,0,0,0,1,1,0,1,0,ax
406.379882812,1962.48815918,0,0,0,1,1,0,1,0,ax
407.678894043,1963.57971191,0,0,0,1,1,0,1,0,ax
407.929016113,1776.59277344,0,0,0,1,1,0,1,0,ax
408.454956055,1903.36010742,0,0,0,1,1,0,1,0,ax
409.216308594,1762.56298828,0,0,0,1,1,0,1,0,ax
409.437591553,1846.36450195,0,0,0,1,1,0,1,0,ax
409.511169434,1771.00500488,0,0,0,1,1,0,1,0,ax
411.467926025,1738.10424805,0,0,0,1,1,0,1,0,ax
411.512878418,1769.4317627,0,0,0,1,1,0,1,0,ax
411.902862549,1715.72106934,0,0,0,1,1,0,1,0,ax
416.320556641,1851.53503418,0,0,0,1,1,0,1,0,ax
417.139587402,1781.1217041,0,0,0,1,1,0,1,0,ax
417.207489014,1794.42663574,0,0,0,1,1,0,1,0,ax
418.28427124,1946.51245117,0,0,0,1,1,0,1,0,ax
418.565917969,1784.99182129,0,0,0,1,1,0,1,0,ax
418.686431885,1751.50402832,0,0,0,1,1,0,1,0,ax
419.473968506,1952.72790527,0,0,0,1,1,0,1,0,ax
419.611480713,1816.43566895,0,0,0,1,1,0,1,0,ax
420.674682617,1851.06213379,0,0,0,1,1,0,1,0,ax
421.831542969,1784.38220215,0,0,0,1,1,0,1,0,ax
422.116943359,1739.14208984,0,0,0,1,1,0,1,0,ax
424.49118042,1904.48400879,0,0,0,1,1,0,1,0,ax
424.507873535,1773.18151855,0,0,0,1,1,0,1,0,ax
426.230682373,1733.5447998,0,0,0,1,1,0,1,0,ax
426.873168945,1797.19726562,0,0,0,1,1,0,1,0,ax
426.981781006,1782.06762695,0,0,0,1,1,0,1,0,ax
427.639831543,1858.43041992,0,0,0,1,1,0,1,0,ax
428.209289551,1837.46276855,0,0,0,1,1,0,1,0,ax
428.430236816,1920.86425781,0,0,0,1,1,0,1,0,ax
428.495422363,1767.11242676,0,0,0,1,1,0,1,0,ax
430.74130249,1617.14660645,0,0,0,1,1,0,1,0,ax
431.748260498,1805.53637695,0,0,0,1,1,0,1,0,ax
432.641967773,1774.57397461,0,0,0,1,1,0,1,0,ax
432.829986572,1790.12609863,0,0,0,1,1,0,1,0,ax
434.018676758,1742.88366699,0,0,0,1,1,0,1,0,ax
435.383544922,1803.5904541,0,0,0,1,1,0,1,0,ax
435.408050537,1745.7487793,0,0,0,1,1,0,1,0,ax
435.532104492,1781.02062988,0,0,0,1,1,0,1,0,ax
437.278289795,1751.64990234,0,0,0,1,1,0,1,0,ax
438.092498779,1879.0579834,0,0,0,1,1,0,1,0,ax
440.307769775,1764.38269043,0,0,0,1,1,0,1,0,ax
440.985870361,1812.62768555,0,0,0,1,1,0,1,0,ax
443.791534424,1735.55615234,0,0,0,1,1,0,1,0,ax
451.090179443,1851.70922852,0,0,0,1,1,0,1,0,ax
451.195495605,1931.47546387,0,0,0,1,1,0,1,0,ax
453.429260254,1876.26330566,0,0,0,1,1,0,1,0,ax
454.624755859,1837.78967285,0,0,0,1,1,0,1,0,ax
457.52935791,1795.05407715,0,0,0,1,1,0,1,0,ax
457.557098389,1773.6583252,0,0,0,1,1,0,1,0,ax
458.113800049,1905.07617188,0,0,0,1,1,0,1,0,ax
458.36038208,1802.69494629,0,0,0,1,1,0,1,0,ax
464.269744873,1843.42675781,0,0,0,1,1,0,1,0,ax
466.377960205,1808.26733398,0,0,0,1,1,0,1,0,ax
470.819366455,1718.19885254,0,0,0,1,1,0,1,0,ax
275.244384766,1531.88891602,0,0,0,0,1,0,0,0,eh
281.867950439,1573.81396484,0,0,0,0,1,0,0,0,eh
283.550476074,1569.52001953,0,0,0,0,1,0,0,0,eh
284.741485596,1601.53820801,0,0,0,0,1,0,0,0,eh
286.844329834,1567.70874023,0,0,0,0,1,0,0,0,eh
287.176116943,1530.16259766,0,0,0,0,1,0,0,0,eh
294.268249512,1598.72595215,0,0,0,0,1,0,0,0,eh
295.834106445,1572.11657715,0,0,0,0,1,0,0,0,eh
303.497131348,1514.92980957,0,0,0,0,1,0,0,0,eh
308.424560547,1519.75561523,0,0,0,0,1,0,0,0,eh
312.735992432,1650.41259766,0,0,0,0,1,0,0,0,eh
314.279541016,1615.62561035,0,0,0,0,1,0,0,0,eh
326.803344727,1586.05566406,0,0,0,0,1,0,0,0,eh
327.143829346,1582.54589844,0,0,0,0,1,0,0,0,eh
329.282165527,1691.68920898,0,0,0,0,1,0,0,0,eh
329.535858154,1521.73193359,0,0,0,0,1,0,0,0,eh
330.747039795,1560.39404297,0,0,0,0,1,0,0,0,eh
332.561889648,1648.67712402,0,0,0,0,1,0,0,0,eh
333.011444092,1620.16479492,0,0,0,0,1,0,0,0,eh
335.132659912,1596.71276855,0,0,0,0,1,0,0,0,eh
337.183959961,1668.20275879,0,0,0,0,1,0,0,0,eh
337.721008301,1524.4765625,0,0,0,0,1,0,0,0,eh
338.736694336,1702.09912109,0,0,0,0,1,0,0,0,eh
338.907623291,1574.66601562,0,0,0,0,1,0,0,0,eh
346.742797852,1646.6796875,0,0,0,0,1,0,0,0,eh
352.40447998,1658.02856445,0,0,0,0,1,0,0,0,eh
355.983947754,1657.62231445,0,0,0,0,1,0,0,0,eh
360.631225586,1617.28234863,0,0,0,0,1,0,0,0,eh
360.803619385,1592.07397461,0,0,0,0,1,0,0,0,eh
361.424835205,1709.77490234,0,0,0,0,1,0,0,0,eh
362.959838867,1682.47668457,0,0,0,0,1,0,0,0,eh
363.048706055,1570.5369873,0,0,0,0,1,0,0,0,eh
382.638549805,1699.43041992,0,0,0,0,1,0,0,0,eh
386.18661499,1698.36828613,0,0,0,0,1,0,0,0,eh
396.027954102,1719.72814941,0,0,0,0,1,0,0,0,eh
397.539306641,1664.82128906,0,0,0,0,1,0,0,0,eh
402.457733154,1720.20727539,0,0,0,0,1,0,0,0,eh
404.585357666,1708.08618164,0,0,0,0,1,0,0,0,eh
405.284759521,1641.28051758,0,0,0,0,1,0,0,0,eh
421.429107666,1636.11730957,0,0,0,0,1,0,0,0,eh
424.734405518,1802.21069336,0,0,0,0,1,0,0,0,eh
426.002044678,1644.08312988,0,0,0,0,1,0,0,0,eh
443.077880859,1719.03381348,0,0,0,0,1,0,0,0,eh
443.130279541,1733.43005371,0,0,0,0,1,0,0,0,eh
456.165161133,1725.08251953,0,0,0,0,1,0,0,0,eh
457.466033936,1731.27758789,0,0,0,0,1,0,0,0,eh
462.681762695,1886.38586426,0,0,0,0,1,0,0,0,eh
472.438018799,1949.81811523,0,0,0,0,1,0,0,0,eh
475.066772461,1794.44885254,0,0,0,0,1,0,0,0,eh
478.952728271,1790.78662109,0,0,0,0,1,0,0,0,eh
482.584289551,1688.41784668,0,0,0,0,1,0,0,0,eh
485.446258545,1735.42504883,0,0,0,0,1,0,0,0,eh
491.986206055,1941.89501953,0,0,0,0,1,0,0,0,eh
496.663024902,1678.62683105,0,0,0,0,1,0,0,0,eh
497.757263184,1890.5769043,0,0,0,0,1,0,0,0,eh
498.317352295,1899.57983398,0,0,0,0,1,0,0,0,eh
502.25592041,1670.67480469,0,0,0,0,1,0,0,0,eh
510.036773682,1723.54333496,0,0,0,0,1,0,0,0,eh
511.44934082,1656.3137207,0,0,0,0,1,0,0,0,eh
512.76171875,1723.35559082,0,0,0,0,1,0,0,0,eh
519.966430664,1727.82995605,0,0,0,0,1,0,0,0,eh
524.754516602,1840.49658203,0,0,0,0,1,0,0,0,eh
527.082763672,1737.71350098,0,0,0,0,1,0,0,0,eh
533.226196289,1839.17028809,0,0,0,0,1,0,0,0,eh
534.727355957,1967.61572266,0,0,0,0,1,0,0,0,eh
537.295288086,1884.98779297,0,0,0,0,1,0,0,0,eh
537.312805176,1957.5892334,0,0,0,0,1,0,0,0,eh
537.570251465,1879.74951172,0,0,0,0,1,0,0,0,eh
541.647216797,1835.09436035,0,0,0,0,1,0,0,0,eh
544.300476074,1788.9765625,0,0,0,0,1,0,0,0,eh
547.047302246,1757.2869873,0,0,0,0,1,0,0,0,eh
547.318237305,1724.81994629,0,0,0,0,1,0,0,0,eh
549.463378906,1917.38586426,0,0,0,0,1,0,0,0,eh
551.444946289,1927.49841309,0,0,0,0,1,0,0,0,eh
555.594360352,1845.04052734,0,0,0,0,1,0,0,0,eh
561.297668457,1797.27416992,0,0,0,0,1,0,0,0,eh
564.117858887,1905.29980469,0,0,0,0,1,0,0,0,eh
569.460327148,1829.61328125,0,0,0,0,1,0,0,0,eh
571.055847168,1941.63696289,0,0,0,0,1,0,0,0,eh
571.328674316,1835.70690918,0,0,0,0,1,0,0,0,eh
573.898864746,1772.05383301,0,0,0,0,1,0,0,0,eh
578.663818359,1924.63452148,0,0,0,0,1,0,0,0,eh
581.036010742,1897.86560059,0,0,0,0,1,0,0,0,eh
585.701599121,1799.90246582,0,0,0,0,1,0,0,0,eh
589.81463623,1958.47546387,0,0,0,0,1,0,0,0,eh
590.996826172,1801.45593262,0,0,0,0,1,0,0,0,eh
591.041870117,1849.81665039,0,0,0,0,1,0,0,0,eh
594.001586914,1705.0670166,0,0,0,0,1,0,0,0,eh
594.285339355,1866.39123535,0,0,0,0,1,0,0,0,eh
594.690795898,1925.34912109,0,0,0,0,1,0,0,0,eh
595.851074219,1838.40234375,0,0,0,0,1,0,0,0,eh
596.702941895,1867.08435059,0,0,0,0,1,0,0,0,eh
597.202148438,1862.75598145,0,0,0,0,1,0,0,0,eh
599.044372559,1879.81933594,0,0,0,0,1,0,0,0,eh
600.342895508,1719.46618652,0,0,0,0,1,0,0,0,eh
601.702453613,1822.27062988,0,0,0,0,1,0,0,0,eh
601.880310059,1928.62841797,0,0,0,0,1,0,0,0,eh
604.063476562,1902.80285645,0,0,0,0,1,0,0,0,eh
605.040588379,1889.67895508,0,0,0,0,1,0,0,0,eh
605.924499512,1881.37573242,0,0,0,0,1,0,0,0,eh
607.112976074,1886.43615723,0,0,0,0,1,0,0,0,eh
610.726257324,1881.7791748,0,0,0,0,1,0,0,0,eh
610.950378418,1953.4576416,0,0,0,0,1,0,0,0,eh
611.725952148,1849.52929688,0,0,0,0,1,0,0,0,eh
613.033081055,1818.81860352,0,0,0,0,1,0,0,0,eh
613.211486816,1881.88122559,0,0,0,0,1,0,0,0,eh
615.203491211,1873.71142578,0,0,0,0,1,0,0,0,eh
615.785888672,1853.42553711,0,0,0,0,1,0,0,0,eh
616.09765625,1841.7845459,0,0,0,0,1,0,0,0,eh
616.489746094,2053.95410156,0,0,0,0,1,0,0,0,eh
616.567932129,1949.06811523,0,0,0,0,1,0,0,0,eh
616.688659668,1888.3182373,0,0,0,0,1,0,0,0,eh
616.907043457,2054.10961914,0,0,0,0,1,0,0,0,eh
617.452880859,1911.78039551,0,0,0,0,1,0,0,0,eh
617.588684082,2009.05895996,0,0,0,0,1,0,0,0,eh
618.232421875,1873.30786133,0,0,0,0,1,0,0,0,eh
618.463562012,1994.984375,0,0,0,0,1,0,0,0,eh
618.765075684,1907.68798828,0,0,0,0,1,0,0,0,eh
619.199829102,1863.26757812,0,0,0,0,1,0,0,0,eh
619.793273926,1956.29589844,0,0,0,0,1,0,0,0,eh
619.952453613,2045.19091797,0,0,0,0,1,0,0,0,eh
620.184997559,2048.29296875,0,0,0,0,1,0,0,0,eh
620.385131836,1981.11218262,0,0,0,0,1,0,0,0,eh
621.054626465,2029.48986816,0,0,0,0,1,0,0,0,eh
621.520996094,1918.52929688,0,0,0,0,1,0,0,0,eh
621.63293457,1900.27563477,0,0,0,0,1,0,0,0,eh
621.768920898,1932.63720703,0,0,0,0,1,0,0,0,eh
622.956054688,1838.6060791,0,0,0,0,1,0,0,0,eh
623.23840332,1898.70593262,0,0,0,0,1,0,0,0,eh
623.768554688,1769.45495605,0,0,0,0,1,0,0,0,eh
624.118041992,1928.06103516,0,0,0,0,1,0,0,0,eh
625.221496582,1907.03881836,0,0,0,0,1,0,0,0,eh
625.427062988,1916.40124512,0,0,0,0,1,0,0,0,eh
626.214538574,1876.25390625,0,0,0,0,1,0,0,0,eh
626.24786377,1845.8269043,0,0,0,0,1,0,0,0,eh
626.632324219,1878.09936523,0,0,0,0,1,0,0,0,eh
627.15814209,1922.47753906,0,0,0,0,1,0,0,0,eh
627.392456055,1825.06152344,0,0,0,0,1,0,0,0,eh
627.69720459,1992.12976074,0,0,0,0,1,0,0,0,eh
628.655334473,1949.98950195,0,0,0,0,1,0,0,0,eh
628.793029785,2024.10668945,0,0,0,0,1,0,0,0,eh
629.480529785,1890.4197998,0,0,0,0,1,0,0,0,eh
629.75604248,1943.02819824,0,0,0,0,1,0,0,0,eh
630.395996094,1872.13818359,0,0,0,0,1,0,0,0,eh
631.11920166,1966.98339844,0,0,0,0,1,0,0,0,eh
631.326599121,1933.47802734,0,0,0,0,1,0,0,0,eh
631.635437012,1840.87658691,0,0,0,0,1,0,0,0,eh
632.550354004,1921.67260742,0,0,0,0,1,0,0,0,eh
632.999694824,1956.8638916,0,0,0,0,1,0,0,0,eh
633.529602051,1864.7545166,0,0,0,0,1,0,0,0,eh
633.60534668,1860.09570312,0,0,0,0,1,0,0,0,eh
633.691833496,1768.55627441,0,0,0,0,1,0,0,0,eh
633.909606934,1894.42797852,0,0,0,0,1,0,0,0,eh
634.267456055,1817.43359375,0,0,0,0,1,0,0,0,eh
634.320983887,1921.76257324,0,0,0,0,1,0,0,0,eh
634.340148926,1883.9543457,0,0,0,0,1,0,0,0,eh
634.672180176,1934.5579834,0,0,0,0,1,0,0,0,eh
634.725402832,1883.62670898,0,0,0,0,1,0,0,0,eh
635.106445312,1924.97766113,0,0,0,0,1,0,0,0,eh
635.368469238,1782.65234375,0,0,0,0,1,0,0,0,eh
635.488891602,1960.05236816,0,0,0,0,1,0,0,0,eh
636.034851074,1903.53271484,0,0,0,0,1,0,0,0,eh
636.512512207,1920.42541504,0,0,0,0,1,0,0,0,eh
636.851379395,1925.66320801,0,0,0,0,1,0,0,0,eh
636.953308105,1916.22216797,0,0,0,0,1,0,0,0,eh
637.039855957,1901.67456055,0,0,0,0,1,0,0,0,eh
637.605834961,1996.76428223,0,0,0,0,1,0,0,0,eh
637.615661621,1913.53369141,0,0,0,0,1,0,0,0,eh
638.025817871,1915.04211426,0,0,0,0,1,0,0,0,eh
638.080627441,1897.68933105,0,0,0,0,1,0,0,0,eh
638.119018555,1865.0982666,0,0,0,0,1,0,0,0,eh
638.536193848,1948.06103516,0,0,0,0,1,0,0,0,eh
638.800415039,1901.1361084,0,0,0,0,1,0,0,0,eh
638.948486328,1923.16931152,0,0,0,0,1,0,0,0,eh
640.374694824,1840.64526367,0,0,0,0,1,0,0,0,eh
640.970214844,1901.64904785,0,0,0,0,1,0,0,0,eh
641.204467773,1931.55688477,0,0,0,0,1,0,0,0,eh
641.233520508,2031.03735352,0,0,0,0,1,0,0,0,eh
641.483947754,2012.80737305,0,0,0,0,1,0,0,0,eh
642.358093262,1851.51159668,0,0,0,0,1,0,0,0,eh
642.877075195,1966.24035645,0,0,0,0,1,0,0,0,eh
644.205871582,1921.38830566,0,0,0,0,1,0,0,0,eh
644.289916992,1941.36853027,0,0,0,0,1,0,0,0,eh
644.963989258,1933.03979492,0,0,0,0,1,0,0,0,eh
646.143249512,1839.22680664,0,0,0,0,1,0,0,0,eh
646.496765137,1887.90063477,0,0,0,0,1,0,0,0,eh
646.519226074,1826.81677246,0,0,0,0,1,0,0,0,eh
646.653442383,1988.90881348,0,0,0,0,1,0,0,0,eh
646.699829102,1871.03125,0,0,0,0,1,0,0,0,eh
646.829345703,1916.64111328,0,0,0,0,1,0,0,0,eh
647.015380859,1923.04431152,0,0,0,0,1,0,0,0,eh
649.184692383,1937.88793945,0,0,0,0,1,0,0,0,eh
649.671691895,1927.6953125,0,0,0,0,1,0,0,0,eh
649.755981445,1892.78027344,0,0,0,0,1,0,0,0,eh
649.937011719,1940.4942627,0,0,0,0,1,0,0,0,eh
650.66394043,1915.47338867,0,0,0,0,1,0,0,0,eh
651.20300293,1882.90600586,0,0,0,0,1,0,0,0,eh
651.643737793,1828.71044922,0,0,0,0,1,0,0,0,eh
651.678161621,1825.34362793,0,0,0,0,1,0,0,0,eh
652.432922363,1845.19299316,0,0,0,0,1,0,0,0,eh
652.69128418,1914.14758301,0,0,0,0,1,0,0,0,eh
653.776245117,1884.19482422,0,0,0,0,1,0,0,0,eh
653.778198242,1921.00817871,0,0,0,0,1,0,0,0,eh
653.977844238,1911.34729004,0,0,0,0,1,0,0,0,eh
654.575500488,1922.35437012,0,0,0,0,1,0,0,0,eh
655.458496094,1906.60583496,0,0,0,0,1,0,0,0,eh
655.759521484,1950.75390625,0,0,0,0,1,0,0,0,eh
658.310241699,1971.39526367,0,0,0,0,1,0,0,0,eh
658.652404785,1916.03234863,0,0,0,0,1,0,0,0,eh
659.644897461,1945.68322754,0,0,0,0,1,0,0,0,eh
661.520385742,1961.51953125,0,0,0,0,1,0,0,0,eh
662.421020508,1913.13366699,0,0,0,0,1,0,0,0,eh
662.630493164,1917.5090332,0,0,0,0,1,0,0,0,eh
664.619934082,1976.24560547,0,0,0,0,1,0,0,0,eh
664.739685059,1923.8026123,0,0,0,0,1,0,0,0,eh
667.114746094,1983.10754395,0,0,0,0,1,0,0,0,eh
670.42388916,1903.34228516,0,0,0,0,1,0,0,0,eh
671.390869141,1972.8572998,0,0,0,0,1,0,0,0,eh
671.517578125,1878.26953125,0,0,0,0,1,0,0,0,eh
674.503967285,1994.97680664,0,0,0,0,1,0,0,0,eh
675.974487305,1879.41540527,0,0,0,0,1,0,0,0,eh
676.196166992,1875.66882324,0,0,0,0,1,0,0,0,eh
676.976074219,1923.22045898,0,0,0,0,1,0,0,0,eh
677.893066406,1884.67321777,0,0,0,0,1,0,0,0,eh
678.969543457,1941.9309082,0,0,0,0,1,0,0,0,eh
679.971252441,1963.64868164,0,0,0,0,1,0,0,0,eh
681.195861816,1845.97827148,0,0,0,0,1,0,0,0,eh
684.961547852,1923.81237793,0,0,0,0,1,0,0,0,eh
686.381164551,1870.89697266,0,0,0,0,1,0,0,0,eh
690.326416016,1859.58361816,0,0,0,0,1,0,0,0,eh
694.231201172,1892.2689209,0,0,0,0,1,0,0,0,eh
704.438903809,1921.06286621,0,0,0,0,1,0,0,0,eh
710.951782227,1899.4498291,0,0,0,0,1,0,0,0,eh
716.78326416,1889.76831055,0,0,0,0,1,0,0,0,eh
718.524353027,1900.94763184,0,0,0,0,1,0,0,0,eh
720.948730469,1915.91503906,0,0,0,0,1,0,0,0,eh
207.181625366,1961.66455078,0,0,1,1,1,0,0,0,ey
212.518997192,1214.73803711,0,0,1,1,1,0,0,0,ey
231.167755127,1842.91247559,0,0,1,1,1,0,0,0,ey
234.522094727,1449.22424316,0,0,1,1,1,0,0,0,ey
237.096786499,2011.41760254,0,0,1,1,1,0,0,0,ey
239.232040405,1450.35791016,0,0,1,1,1,0,0,0,ey
243.618240356,2221.75463867,0,0,1,1,1,0,0,0,ey
246.917816162,2048.26586914,0,0,1,1,1,0,0,0,ey
251.137145996,2488.63427734,0,0,1,1,1,0,0,0,ey
262.677062988,2113.52709961,0,0,1,1,1,0,0,0,ey
262.782684326,2032.89929199,0,0,1,1,1,0,0,0,ey
263.382629395,2104.07006836,0,0,1,1,1,0,0,0,ey
266.947387695,2352.61206055,0,0,1,1,1,0,0,0,ey
267.193756104,2363.36962891,0,0,1,1,1,0,0,0,ey
267.730529785,1961.59570312,0,0,1,1,1,0,0,0,ey
269.725708008,2124.45288086,0,0,1,1,1,0,0,0,ey
274.145812988,2081.95336914,0,0,1,1,1,0,0,0,ey
274.578430176,2171.10302734,0,0,1,1,1,0,0,0,ey
276.897918701,2006.33325195,0,0,1,1,1,0,0,0,ey
277.91003418,2028.00695801,0,0,1,1,1,0,0,0,ey
280.12689209,1994.73474121,0,0,1,1,1,0,0,0,ey
280.820526123,2143.54785156,0,0,1,1,1,0,0,0,ey
286.47467041,2060.79492188,0,0,1,1,1,0,0,0,ey
293.262878418,2289.23339844,0,0,1,1,1,0,0,0,ey
294.195098877,2275.49536133,0,0,1,1,1,0,0,0,ey
295.971710205,2202.2980957,0,0,1,1,1,0,0,0,ey
300.186828613,2315.39355469,0,0,1,1,1,0,0,0,ey
302.399597168,2134.28686523,0,0,1,1,1,0,0,0,ey
304.704193115,2141.85888672,0,0,1,1,1,0,0,0,ey
307.524261475,2173.65551758,0,0,1,1,1,0,0,0,ey
309.912597656,1936.29675293,0,0,1,1,1,0,0,0,ey
310.861480713,2171.07519531,0,0,1,1,1,0,0,0,ey
312.994567871,2252.26367188,0,0,1,1,1,0,0,0,ey
318.354309082,2291.07324219,0,0,1,1,1,0,0,0,ey
321.272125244,2230.79296875,0,0,1,1,1,0,0,0,ey
321.415618896,983.449890137,0,0,1,1,1,0,0,0,ey
326.562866211,2316.21386719,0,0,1,1,1,0,0,0,ey
326.956573486,2258.74536133,0,0,1,1,1,0,0,0,ey
327.871124268,2018.27148438,0,0,1,1,1,0,0,0,ey
335.974212646,2112.04907227,0,0,1,1,1,0,0,0,ey
338.040679932,2431.34643555,0,0,1,1,1,0,0,0,ey
342.111999512,2536.95092773,0,0,1,1,1,0,0,0,ey
343.228515625,1527.91638184,0,0,1,1,1,0,0,0,ey
343.249237061,2292.51367188,0,0,1,1,1,0,0,0,ey
344.351989746,2405.2043457,0,0,1,1,1,0,0,0,ey
346.163665771,2435.03759766,0,0,1,1,1,0,0,0,ey
346.657806396,2332.61035156,0,0,1,1,1,0,0,0,ey
347.03692627,2423.09814453,0,0,1,1,1,0,0,0,ey
347.858459473,2541.00732422,0,0,1,1,1,0,0,0,ey
349.334075928,1610.64172363,0,0,1,1,1,0,0,0,ey
350.730255127,2541.04833984,0,0,1,1,1,0,0,0,ey
351.000274658,2381.32373047,0,0,1,1,1,0,0,0,ey
351.630615234,2471.15185547,0,0,1,1,1,0,0,0,ey
351.657775879,2194.82739258,0,0,1,1,1,0,0,0,ey
354.353973389,2367.61474609,0,0,1,1,1,0,0,0,ey
354.833526611,2569.98461914,0,0,1,1,1,0,0,0,ey
354.907470703,2358.10424805,0,0,1,1,1,0,0,0,ey
359.074249268,1829.95117188,0,0,1,1,1,0,0,0,ey
359.278503418,2365.68041992,0,0,1,1,1,0,0,0,ey
359.622528076,2569.47265625,0,0,1,1,1,0,0,0,ey
360.022033691,2359.07568359,0,0,1,1,1,0,0,0,ey
360.275604248,2293.16064453,0,0,1,1,1,0,0,0,ey
360.278778076,1208.62841797,0,0,1,1,1,0,0,0,ey
360.448730469,2083.00024414,0,0,1,1,1,0,0,0,ey
360.98651123,2230.8215332,0,0,1,1,1,0,0,0,ey
361.654022217,1945.05981445,0,0,1,1,1,0,0,0,ey
362.927764893,2478.93896484,0,0,1,1,1,0,0,0,ey
364.748504639,2461.99267578,0,0,1,1,1,0,0,0,ey
364.750396729,2214.35961914,0,0,1,1,1,0,0,0,ey
366.394348145,2544.48706055,0,0,1,1,1,0,0,0,ey
367.359191895,2373.3515625,0,0,1,1,1,0,0,0,ey
367.725616455,2411.17675781,0,0,1,1,1,0,0,0,ey
368.11920166,1744.55810547,0,0,1,1,1,0,0,0,ey
368.51776123,2476.70605469,0,0,1,1,1,0,0,0,ey
368.94128418,2441.73876953,0,0,1,1,1,0,0,0,ey
369.364837646,2551.80834961,0,0,1,1,1,0,0,0,ey
370.562957764,2453.34570312,0,0,1,1,1,0,0,0,ey
372.059387207,2468.16088867,0,0,1,1,1,0,0,0,ey
372.328674316,2514.04248047,0,0,1,1,1,0,0,0,ey
372.426696777,2488.85668945,0,0,1,1,1,0,0,0,ey
372.977783203,2431.71337891,0,0,1,1,1,0,0,0,ey
373.958618164,1414.0826416,0,0,1,1,1,0,0,0,ey
375.682952881,1400.81359863,0,0,1,1,1,0,0,0,ey
376.050628662,2510.41333008,0,0,1,1,1,0,0,0,ey
376.114257812,2573.36401367,0,0,1,1,1,0,0,0,ey
376.479095459,2561.28076172,0,0,1,1,1,0,0,0,ey
377.344299316,2472.37915039,0,0,1,1,1,0,0,0,ey
378.054595947,2562.05737305,0,0,1,1,1,0,0,0,ey
378.357849121,2277.64135742,0,0,1,1,1,0,0,0,ey
378.550048828,2456.50024414,0,0,1,1,1,0,0,0,ey
378.707214355,2501.17431641,0,0,1,1,1,0,0,0,ey
